Количество камер;Режим;Захват, кадры/с;Обнаружение, кадры/с;Отслеживание, кадры/с;Визуализация, кадры/с;p95 цикла, мс;CPU, %;RAM, ГБ;GPU, %;GPU-RAM, ГБ;Ошибки;Traceback;Перезапуски;Валидный прогон;Таймаут;Код выхода
1;Мультипроцессный;115,24;51,51;32,17;115,20;4,70;237,70;3,00;57,21;0,82;0;0;0;да;нет;0
1;Однопроцессный;115,06;32,09;25,29;115,02;4,50;198,91;2,37;33,93;0,69;0;0;0;да;нет;0
2;Мультипроцессный;114,56;29,11;21,58;114,55;6,10;289,12;3,04;60,88;0,87;0;0;0;да;нет;0
2;Однопроцессный;114,97;14,16;11,67;115,10;5,20;212,80;2,40;33,16;0,74;0;0;0;да;нет;0
3;Мультипроцессный;114,03;29,79;22,54;113,96;6,80;324,28;3,07;61,01;0,89;0;0;0;да;нет;0
3;Однопроцессный;114,39;8,28;6,71;114,33;4,90;221,35;2,41;30,86;0,69;0;0;0;да;нет;0
4;Мультипроцессный;113,57;22,92;16,71;113,62;6,50;320,95;3,11;59,63;0,98;0;0;0;да;нет;0
4;Однопроцессный;114,14;5,26;4,68;114,16;5,90;225,32;2,45;30,30;0,74;0;0;0;да;нет;0
