Количество камер;Режим;Захват, кадры/с;Обнаружение, кадры/с;Отслеживание, кадры/с;Визуализация, кадры/с;p95 цикла, мс;CPU, %;RAM, ГБ;GPU, %;GPU-RAM, ГБ;Ошибки;Traceback;Перезапуски;Валидный прогон;Таймаут;Код выхода
1;Мультипроцессный;115,65;51,57;51,56;115,61;4,00;254,04;3,01;28,75;0,65;0;0;0;да;нет;0
1;Однопроцессный;115,15;27,79;22,81;115,28;6,30;197,94;2,38;32,24;0,69;0;0;0;да;нет;0
2;Мультипроцессный;114,99;49,85;49,84;115,15;5,80;466,18;5,19;76,17;0,89;0;0;0;да;нет;0
2;Однопроцессный;111,46;10,19;9,99;111,44;9,60;284,72;2,55;30,93;0,84;0;0;0;да;нет;0
3;Мультипроцессный;114,27;48,46;48,45;114,29;7,40;650,95;7,36;87,10;1,14;0;0;0;да;нет;0
3;Однопроцессный;106,41;5,70;5,65;106,38;13,40;315,56;2,70;28,25;1,00;0;0;0;да;нет;0
4;Мультипроцессный;113,72;47,08;47,07;113,87;9,00;751,31;9,57;82,32;1,38;0;0;0;да;нет;0
4;Однопроцессный;101,58;3,59;3,55;101,57;16,70;301,13;2,85;27,41;1,12;0;0;0;да;нет;0
