Количество камер;Режим;Захват, кадры/с;Обнаружение, кадры/с;Отслеживание, кадры/с;Визуализация, кадры/с;p95 цикла, мс;CPU, %;RAM, ГБ;GPU, %;GPU-RAM, ГБ;Ошибки;Traceback;Перезапуски;Валидный прогон;Таймаут;Код выхода
1;Мультипроцессный;-;-;-;29,55;0,10;9,81;0,83;29,68;0,54;0;0;0;да;нет;0
1;Однопроцессный;-;-;-;29,77;0,10;19,53;0,83;25,88;0,54;0;0;0;да;нет;0
2;Мультипроцессный;-;-;-;29,80;0,20;26,03;0,85;30,77;0,54;0;0;0;да;нет;0
2;Однопроцессный;-;-;-;29,81;0,10;21,24;0,84;33,83;0,54;0;0;0;да;нет;0
3;Мультипроцессный;-;-;-;29,77;0,20;36,38;0,86;26,80;0,54;0;0;0;да;нет;0
3;Однопроцессный;-;-;-;29,78;0,10;32,99;0,86;26,14;0,54;0;0;0;да;нет;0
4;Мультипроцессный;-;-;-;29,79;0,20;37,44;0,87;27,80;0,54;0;0;0;да;нет;0
4;Однопроцессный;-;-;-;29,78;0,20;42,95;0,88;26,27;0,54;0;0;0;да;нет;0
