timestamp,elapsed_sec,cpu_percent,rss_mb,threads,processes,gpu_ram_mb,gpu_util_percent
2026-06-01T21:42:31,2.088,3049.300,540.969,64,1,552.000,18.000
2026-06-01T21:42:33,4.168,98.000,728.316,64,1,552.000,19.000
2026-06-01T21:42:35,6.245,0.000,841.004,175,1,552.000,29.000
2026-06-01T21:42:37,8.313,0.000,841.301,175,1,552.000,18.000
2026-06-01T21:42:39,10.399,97.400,841.305,175,1,552.000,26.000
2026-06-01T21:42:41,12.476,0.000,841.305,175,1,552.000,18.000
2026-06-01T21:42:43,14.544,98.000,841.305,175,1,552.000,22.000
2026-06-01T21:42:45,16.622,0.000,841.336,175,1,552.000,29.000
2026-06-01T21:42:47,18.705,0.000,841.340,175,1,552.000,28.000
2026-06-01T21:42:49,20.786,0.000,841.453,175,1,552.000,24.000
2026-06-01T21:42:51,22.864,97.500,841.453,175,1,552.000,21.000
2026-06-01T21:42:54,24.954,0.000,841.453,175,1,552.000,26.000
2026-06-01T21:42:56,27.036,0.000,841.453,175,1,552.000,30.000
2026-06-01T21:42:58,29.119,0.000,841.453,175,1,552.000,39.000
2026-06-01T21:43:00,31.199,0.000,841.457,175,1,552.000,25.000
2026-06-01T21:43:02,33.277,97.500,841.457,175,1,552.000,24.000
2026-06-01T21:43:04,35.354,0.000,841.457,175,1,552.000,22.000
2026-06-01T21:43:06,37.436,0.000,842.051,175,1,552.000,25.000
2026-06-01T21:43:08,39.516,0.000,842.051,175,1,552.000,26.000
2026-06-01T21:43:10,41.598,0.000,842.051,175,1,552.000,32.000
2026-06-01T21:43:12,43.672,97.600,842.051,175,1,552.000,28.000
2026-06-01T21:43:14,45.751,0.000,842.051,175,1,552.000,24.000
2026-06-01T21:43:16,47.842,0.000,842.051,175,1,552.000,19.000
2026-06-01T21:43:19,49.922,0.000,842.051,175,1,552.000,17.000
2026-06-01T21:43:21,52.005,0.000,842.051,175,1,552.000,18.000
2026-06-01T21:43:23,54.069,0.000,842.051,175,1,552.000,19.000
2026-06-01T21:43:25,56.147,0.000,842.055,175,1,552.000,23.000
2026-06-01T21:43:27,58.231,0.000,842.066,175,1,552.000,17.000
2026-06-01T21:43:29,60.311,0.000,842.066,176,1,552.000,16.000
2026-06-01T21:43:31,62.391,97.500,842.066,175,1,552.000,22.000
2026-06-01T21:43:33,64.472,97.700,842.070,175,1,552.000,23.000
2026-06-01T21:43:35,66.551,0.000,845.047,174,1,552.000,16.000
2026-06-01T21:43:37,68.629,0.000,845.051,174,1,552.000,17.000
2026-06-01T21:43:39,70.734,0.000,845.051,174,1,552.000,28.000
2026-06-01T21:43:41,72.822,0.000,845.344,174,1,552.000,31.000
2026-06-01T21:43:43,74.901,97.600,845.344,174,1,552.000,29.000
2026-06-01T21:43:46,76.984,0.000,845.348,174,1,552.000,22.000
2026-06-01T21:43:48,79.058,0.000,845.348,174,1,552.000,21.000
2026-06-01T21:43:50,81.144,97.400,845.348,174,1,552.000,19.000
2026-06-01T21:43:52,83.226,0.000,845.348,174,1,552.000,16.000
2026-06-01T21:43:54,85.307,0.000,845.348,174,1,552.000,15.000
2026-06-01T21:43:56,87.386,97.500,845.348,174,1,552.000,18.000
2026-06-01T21:43:58,89.463,0.000,845.348,174,1,552.000,23.000
2026-06-01T21:44:00,91.543,0.000,845.348,174,1,552.000,31.000
2026-06-01T21:44:02,93.619,0.000,845.348,174,1,552.000,21.000
2026-06-01T21:44:04,95.701,0.000,845.348,174,1,552.000,20.000
2026-06-01T21:44:06,97.779,0.000,845.348,174,1,552.000,22.000
2026-06-01T21:44:08,99.857,0.000,845.348,174,1,552.000,20.000
2026-06-01T21:44:11,101.944,0.000,845.348,174,1,552.000,30.000
2026-06-01T21:44:13,104.023,97.700,845.348,174,1,552.000,36.000
2026-06-01T21:44:15,106.107,0.000,845.348,174,1,552.000,29.000
2026-06-01T21:44:17,108.199,0.000,845.348,174,1,552.000,24.000
2026-06-01T21:44:19,110.293,0.000,845.348,174,1,552.000,23.000
2026-06-01T21:44:21,112.370,0.000,845.348,174,1,552.000,20.000
2026-06-01T21:44:23,114.449,0.000,845.348,174,1,552.000,29.000
2026-06-01T21:44:25,116.532,0.000,845.348,174,1,552.000,19.000
2026-06-01T21:44:27,118.609,0.000,845.348,174,1,552.000,16.000
2026-06-01T21:44:29,120.688,97.900,845.348,174,1,552.000,16.000
2026-06-01T21:44:31,122.771,0.000,845.348,175,1,552.000,17.000
2026-06-01T21:44:33,124.846,0.000,849.527,174,1,552.000,18.000
2026-06-01T21:44:36,126.925,97.900,850.039,64,1,552.000,29.000
