Количество камер;Режим;Захват, кадры/с;Обнаружение, кадры/с;Отслеживание, кадры/с;Визуализация, кадры/с;p95 цикла, мс;CPU, %;RAM, ГБ;GPU, %;GPU-RAM, ГБ;Ошибки;Traceback;Перезапуски;Валидный прогон;Таймаут;Код выхода
1;Мультипроцессный;-;-;-;29,78;0,10;36,45;0,92;25,49;0,54;0;0;0;да;нет;0
1;Однопроцессный;-;-;-;29,78;0,10;16,57;0,81;26,32;0,54;0;0;0;да;нет;0
2;Мультипроцессный;-;-;-;29,78;0,20;36,48;1,03;23,88;0,54;0;0;0;да;нет;0
2;Однопроцессный;-;-;-;29,78;0,10;22,79;0,83;23,07;0,54;0;0;0;да;нет;0
3;Мультипроцессный;-;-;-;29,61;0,20;78,01;1,15;27,34;0,54;0;0;0;да;нет;0
3;Однопроцессный;-;-;-;29,78;0,20;38,99;0,85;24,28;0,54;0;0;0;да;нет;0
4;Мультипроцессный;-;-;-;29,59;0,20;84,61;1,26;27,71;0,54;0;0;0;да;нет;0
4;Однопроцессный;-;-;-;29,71;0,20;43,82;0,87;27,43;0,54;0;0;0;да;нет;0
