timestamp,elapsed_sec,cpu_percent,rss_mb,threads,processes,gpu_ram_mb,gpu_util_percent
2026-05-22T10:18:10,2.063,0.000,503.500,32,1,502.000,13.000
2026-05-22T10:18:12,4.122,0.000,724.637,64,1,501.000,23.000
2026-05-22T10:18:14,6.210,0.000,1804.746,171,25,488.000,45.000
2026-05-22T10:18:16,8.340,0.000,13404.699,356,25,487.000,22.000
2026-05-22T10:18:18,10.530,0.000,14890.691,368,25,487.000,50.000
2026-05-22T10:18:21,12.704,0.000,16049.484,370,25,487.000,42.000
2026-05-22T10:18:23,14.946,0.000,17358.594,371,25,501.000,23.000
2026-05-22T10:18:26,17.740,0.000,19825.254,441,25,908.000,18.000
2026-05-22T10:18:28,19.939,0.000,22647.898,457,25,3185.000,40.000
2026-05-22T10:18:30,22.090,0.000,28432.418,459,25,4319.000,38.000
2026-05-22T10:18:32,24.259,0.000,29182.078,459,25,4489.000,72.000
2026-05-22T10:18:34,26.435,0.000,29347.516,459,25,4489.000,62.000
2026-05-22T10:18:36,28.573,0.000,29435.934,460,25,4489.000,93.000
2026-05-22T10:18:39,30.726,0.000,29481.801,459,25,4489.000,35.000
2026-05-22T10:18:41,32.892,0.000,29513.730,459,25,4489.000,88.000
2026-05-22T10:18:43,35.060,0.000,29497.027,458,25,4489.000,58.000
2026-05-22T10:18:45,37.211,0.000,29640.727,458,25,4489.000,71.000
2026-05-22T10:18:47,39.396,0.000,29606.406,460,25,4489.000,54.000
2026-05-22T10:18:49,41.580,0.000,29668.230,459,25,4489.000,62.000
2026-05-22T10:18:52,43.630,0.000,27533.980,366,24,4491.000,15.000
2026-05-22T10:18:54,45.695,0.000,26444.629,285,22,4506.000,15.000
2026-05-22T10:18:56,47.769,0.000,24945.812,269,20,4528.000,14.000
2026-05-22T10:18:58,49.833,0.000,22630.250,243,17,4519.000,14.000
2026-05-22T10:19:00,51.903,0.000,21166.102,217,16,4272.000,14.000
2026-05-22T10:19:02,53.969,0.000,18330.508,198,14,3781.000,13.000
2026-05-22T10:19:04,56.030,0.000,16913.426,184,13,3496.000,14.000
2026-05-22T10:19:06,58.090,0.000,14133.172,160,11,2941.000,13.000
2026-05-22T10:19:08,60.152,0.000,11320.105,142,9,2353.000,23.000
2026-05-22T10:19:10,62.217,0.000,8516.305,123,7,1819.000,23.000
2026-05-22T10:19:12,64.282,0.000,5713.730,94,5,1328.000,30.000
2026-05-22T10:19:14,66.351,0.000,2919.059,81,3,766.000,48.000
2026-05-22T10:19:16,68.414,0.000,1524.418,66,2,489.000,45.000
