timestamp,elapsed_sec,cpu_percent,rss_mb,threads,processes,gpu_ram_mb,gpu_util_percent
2026-06-02T04:00:09,2.068,98.100,511.715,33,1,413.000,23.000
2026-06-02T04:00:11,4.149,97.900,720.234,64,1,413.000,30.000
2026-06-02T04:00:14,6.219,98.100,1176.848,79,1,413.000,39.000
2026-06-02T04:00:16,8.295,97.500,1368.574,307,1,413.000,43.000
2026-06-02T04:00:18,10.368,98.400,1369.434,307,1,413.000,32.000
2026-06-02T04:00:20,12.445,195.600,1374.395,307,1,413.000,26.000
2026-06-02T04:00:22,14.523,97.800,1380.766,307,1,413.000,30.000
2026-06-02T04:00:24,16.609,195.900,1366.922,307,1,413.000,29.000
2026-06-02T04:00:26,18.673,392.700,1370.941,307,1,413.000,39.000
2026-06-02T04:00:28,20.752,293.700,1398.941,307,1,413.000,49.000
2026-06-02T04:00:30,22.825,195.100,1385.836,307,1,413.000,41.000
2026-06-02T04:00:32,24.916,195.600,1388.652,307,1,413.000,33.000
2026-06-02T04:00:34,27.001,97.700,1408.551,307,1,413.000,35.000
2026-06-02T04:00:36,29.092,290.000,1393.398,307,1,413.000,31.000
2026-06-02T04:00:38,31.170,194.900,1399.340,307,1,413.000,37.000
2026-06-02T04:00:41,33.249,97.400,1409.266,307,1,413.000,37.000
2026-06-02T04:00:43,35.334,293.400,1394.113,307,1,413.000,26.000
2026-06-02T04:00:45,37.413,195.000,1400.348,307,1,413.000,25.000
2026-06-02T04:00:47,39.487,195.900,1404.652,307,1,413.000,32.000
2026-06-02T04:00:49,41.573,195.100,1410.586,307,1,413.000,28.000
2026-06-02T04:00:51,43.650,195.100,1398.832,307,1,413.000,30.000
2026-06-02T04:00:53,45.722,1771.100,1402.270,307,1,413.000,32.000
2026-06-02T04:00:55,47.803,293.500,1398.086,307,1,413.000,24.000
2026-06-02T04:00:57,49.881,582.900,1400.590,307,1,413.000,40.000
2026-06-02T04:00:59,51.952,879.800,1404.031,310,1,413.000,37.000
2026-06-02T04:01:01,54.018,97.800,1407.633,307,1,413.000,34.000
2026-06-02T04:01:03,56.090,196.600,1407.637,307,1,413.000,25.000
2026-06-02T04:01:05,58.172,97.600,1411.992,307,1,413.000,26.000
2026-06-02T04:01:08,60.247,97.600,1406.121,307,1,413.000,34.000
2026-06-02T04:01:10,62.325,195.600,1406.121,307,1,413.000,33.000
2026-06-02T04:01:12,64.405,195.200,1406.121,307,1,413.000,34.000
2026-06-02T04:01:14,66.478,197.100,1408.309,310,1,413.000,36.000
2026-06-02T04:01:16,68.560,195.200,1400.012,307,1,413.000,27.000
2026-06-02T04:01:18,70.630,196.000,1408.762,307,1,413.000,45.000
2026-06-02T04:01:20,72.703,195.100,1406.738,307,1,413.000,37.000
2026-06-02T04:01:22,74.783,195.400,1407.035,307,1,413.000,32.000
2026-06-02T04:01:24,76.846,294.300,1408.844,307,1,413.000,27.000
