timestamp,elapsed_sec,cpu_percent,rss_mb,threads,processes,gpu_ram_mb,gpu_util_percent
2026-06-01T22:41:53,2.073,98.500,563.148,64,1,552.000,27.000
2026-06-01T22:41:55,4.153,97.700,744.242,64,1,552.000,20.000
2026-06-01T22:41:57,6.236,0.000,842.430,126,1,552.000,26.000
2026-06-01T22:41:59,8.313,0.000,843.027,126,1,552.000,43.000
2026-06-01T22:42:01,10.391,0.000,843.031,126,1,552.000,44.000
2026-06-01T22:42:03,12.470,0.000,843.035,126,1,552.000,29.000
2026-06-01T22:42:05,14.553,0.000,843.035,126,1,552.000,35.000
2026-06-01T22:42:07,16.657,0.000,843.051,126,1,552.000,33.000
2026-06-01T22:42:10,18.738,0.000,843.051,126,1,552.000,28.000
2026-06-01T22:42:12,20.817,0.000,843.109,126,1,552.000,33.000
2026-06-01T22:42:14,22.896,0.000,843.109,126,1,552.000,22.000
2026-06-01T22:42:16,24.982,0.000,843.109,126,1,552.000,21.000
2026-06-01T22:42:18,27.065,98.100,0.000,2,1,552.000,33.000
