timestamp,elapsed_sec,cpu_percent,rss_mb,threads,processes,gpu_ram_mb,gpu_util_percent
2026-06-01T21:55:48,2.103,3145.700,537.996,64,1,552.000,25.000
2026-06-01T21:55:50,4.168,0.000,723.613,64,1,552.000,24.000
2026-06-01T21:55:52,6.249,98.700,1348.000,134,3,552.000,25.000
2026-06-01T21:55:54,8.335,196.800,1528.695,134,3,552.000,25.000
2026-06-01T21:55:56,10.433,687.700,1594.703,151,3,552.000,27.000
2026-06-01T21:55:58,12.517,881.200,1605.074,151,3,552.000,28.000
2026-06-01T21:56:00,14.611,780.300,1587.949,151,3,552.000,38.000
2026-06-01T21:56:03,16.707,685.700,1604.922,151,3,552.000,33.000
2026-06-01T21:56:05,18.807,783.200,1588.020,151,3,552.000,29.000
2026-06-01T21:56:07,20.907,684.700,1590.336,151,3,552.000,23.000
2026-06-01T21:56:09,23.001,881.600,1593.480,151,3,552.000,22.000
2026-06-01T21:56:11,25.099,783.900,1588.402,151,3,552.000,23.000
2026-06-01T21:56:13,27.182,98.300,845.723,65,2,552.000,23.000
