timestamp,elapsed_sec,cpu_percent,rss_mb,threads,processes,gpu_ram_mb,gpu_util_percent
2026-06-01T21:55:18,2.080,98.100,559.672,64,1,552.000,33.000
2026-06-01T21:55:20,4.154,97.700,746.789,64,1,552.000,36.000
2026-06-01T21:55:22,6.233,96.900,888.691,141,1,552.000,25.000
2026-06-01T21:55:24,8.312,390.600,894.129,141,1,552.000,40.000
2026-06-01T21:55:26,10.384,97.400,894.852,141,1,552.000,35.000
2026-06-01T21:55:28,12.468,97.700,894.500,141,1,552.000,40.000
2026-06-01T21:55:30,14.544,97.800,894.516,141,1,552.000,48.000
2026-06-01T21:55:32,16.619,391.000,894.531,141,1,552.000,30.000
2026-06-01T21:55:34,18.693,98.000,897.281,141,1,552.000,31.000
2026-06-01T21:55:36,20.770,98.100,897.340,141,1,552.000,26.000
2026-06-01T21:55:39,22.842,97.800,899.215,141,1,552.000,26.000
2026-06-01T21:55:41,24.928,97.600,899.582,141,1,552.000,26.000
2026-06-01T21:55:43,27.004,97.800,899.672,126,1,552.000,25.000
2026-06-01T21:55:45,29.077,98.000,899.672,126,1,552.000,23.000
